village_id,TRI,TRI_c,TRI_percentile_DIY,PAI,PAI_percentile_DIY
3401010008,1.7883075197022766,-0.8733446802685647,43.48,0.3803426674809202,73.68
3401010004,1.3093926614478646,-1.3522595385229768,7.32,-0.166765084,45.08
3401010001,1.6663885367836984,-0.995263663187143,35.01,-2.368842117,2.97
3401010014,1.8541769176213487,-0.8074752823494926,47.14,-0.830862004,18.99
3401020001,1.5604013053009167,-1.1012508946699249,28.83,-0.288662073,38.67
3401020003,1.7194831814585343,-0.942169018512307,37.99,-0.879872913,18.54
3401020005,1.7816779880874287,-0.8799742118834126,43.02,0.3596443526216603,72.77
3401020004,1.8206147923979743,-0.841037407572867,45.54,-1.565365659,8.01
3401020002,1.6925970167718811,-0.9690551831989602,36.84,0.3367689389441692,71.17
3401020008,1.9276281084979827,-0.7340240914728586,51.26,1.2824075269970665,86.73
3401020006,1.7983911166633684,-0.863261083307473,43.94,0.1070132664864938,58.58
3401020007,2.183778588651923,-0.4778736113189183,58.58,-0.485715066,31.35
3401030009,1.7184613148945032,-0.9431908850763382,37.76,0.2767928030827335,68.65
3401030004,1.4526320152494143,-1.209020184721427,21.05,-1.545189084,8.24
3401030007,1.4059040828079534,-1.255748117162888,18.08,0.080185177,56.52
3401030002,1.5574486401384815,-1.1042035598323598,28.15,-0.440059808,32.72
3401030011,1.8599762540897309,-0.8016759458811105,47.83,-2.169106364,3.89
3401030006,1.8768705342103864,-0.7847816657604549,48.97,-2.011186058,4.58
3401030003,1.3369425730671107,-1.3247096269037306,10.53,-0.960809871,17.39
3401030010,1.7582308483423792,-0.9034213516284622,40.96,-1.782365726,5.72
3401030005,1.6284137245426522,-1.0332384754281891,32.95,-0.235078959,41.42
3401030001,1.3875715577746464,-1.274080642196195,16.02,-0.582502063,27.69
3401030008,1.8656226191080865,-0.7960295808627549,48.28,-0.802243396,20.59
3401040004,2.004684337162012,-0.6569678628088291,55.15,0.3852469211278319,73.91
3401040006,1.979796554230272,-0.6818556457405693,54.23,-1.031171986,16.48
3401040001,1.537243354369684,-1.1244088456011574,26.32,-0.550696095,29.52
3401040003,1.7247272052102376,-0.9369249947606038,38.22,0.3758912641362344,73.46
3401040007,1.6447896573453882,-1.0168625426254532,33.41,-0.58308071,27.46
3401040002,1.4248469704198474,-1.236805229550994,19.68,-0.788589741,21.74
