village_id,component,z_value
3401060003,minimarket,-0.1335291985497123
3401060003,pasar_permanen,-0.7314875991867019
3401060003,pasar_semi_permanen,1.021321461378604
3401060003,restoran,-0.6550460549304316
3401060003,sentra_industri,0.309865085044537
3401060003,toko_kelontong,-0.7944431982677479
3401060003,warung_makan,-0.2169354849673261
3401060004,industri_mikro,-0.1262634922854634
3401060004,kelompok_pertokoan,-0.271913469439383
3401060004,minimarket,-0.1335291985497123
3401060004,pasar_permanen,0.8704702430321755
3401060004,pasar_semi_permanen,2.6781318320594507
3401060004,restoran,-0.6550460549304316
3401060004,sentra_industri,0.309865085044537
3401060004,toko_kelontong,-0.5662623927240504
3401060004,warung_makan,-0.0463164466917132
3401060005,industri_mikro,-0.7295185740529353
3401060005,kelompok_pertokoan,-0.8182350273038316
3401060005,minimarket,-0.1335291985497123
3401060005,pasar_permanen,-0.7314875991867019
3401060005,pasar_semi_permanen,-0.6354889093022426
3401060005,restoran,-0.317762598679883
3401060005,sentra_industri,0.309865085044537
3401060005,toko_kelontong,-0.3621006193428474
3401060005,warung_makan,-0.3875545232429391
3401060006,industri_mikro,-0.820006836318056
3401060006,kelompok_pertokoan,-0.271913469439383
3401060006,minimarket,-0.4081103673984165
3401060006,pasar_permanen,-0.7314875991867019
3401060006,pasar_semi_permanen,1.021321461378604
3401060006,restoran,-0.6550460549304316
3401060006,sentra_industri,-0.7105928641998783
3401060006,toko_kelontong,-0.6863575535365227
3401060006,warung_makan,-0.4899259462083068
3401060007,industri_mikro,-0.5183792954343202
3401060007,kelompok_pertokoan,-0.8182350273038316
3401060007,minimarket,1.239376645693809
3401060007,pasar_permanen,-0.7314875991867019
3401060007,pasar_semi_permanen,1.021321461378604
3401060007,restoran,-0.1491208705546086
3401060007,sentra_industri,-0.7105928641998783
3401060007,toko_kelontong,-0.1339198137991499
3401060007,warung_makan,-0.1145640620019584
3401060008,industri_mikro,-0.970820606759924
3401060008,kelompok_pertokoan,0.2744080884250655
3401060008,minimarket,-0.6826915362471208
3401060008,pasar_permanen,-0.7314875991867019
3401060008,pasar_semi_permanen,-0.6354889093022426
3401060008,restoran,-0.6550460549304316
3401060008,sentra_industri,0.309865085044537
3401060008,toko_kelontong,-0.7824336821865007
3401060008,warung_makan,-0.6264211768287972
3401070001,industri_mikro,-0.5183792954343202
3401070001,kelompok_pertokoan,-0.271913469439383
3401070001,minimarket,-0.1335291985497123
3401070001,pasar_permanen,-0.7314875991867019
3401070001,pasar_semi_permanen,1.021321461378604
3401070001,restoran,-0.317762598679883
3401070001,sentra_industri,0.309865085044537
3401070001,toko_kelontong,-0.3741101354240946
3401070001,warung_makan,-0.3363688117602552
3401070002,industri_mikro,0.5272628462959643
3401070002,kelompok_pertokoan,-0.8182350273038316
3401070002,minimarket,-0.4081103673984165
3401070002,pasar_permanen,-0.7314875991867019
3401070002,pasar_semi_permanen,-0.6354889093022426
3401070002,restoran,-0.317762598679883
3401070002,sentra_industri,1.3303230342889525
3401070002,toko_kelontong,0.0942609917445475
3401070002,warung_makan,-0.0463164466917132
3401070003,industri_mikro,-0.4781622899831553
3401070003,kelompok_pertokoan,-0.271913469439383
3401070003,minimarket,-0.4081103673984165
3401070003,pasar_permanen,-0.7314875991867019
3401070003,pasar_semi_permanen,1.021321461378604
3401070003,restoran,-0.317762598679883
3401070003,sentra_industri,-0.7105928641998783
3401070003,toko_kelontong,-0.6623385213740283
3401070003,warung_makan,-0.4558021385531842
3401070004,industri_mikro,-0.2670230113645402
3401070004,kelompok_pertokoan,0.8207296462895141
3401070004,minimarket,0.9647954768451046
3401070004,pasar_permanen,-0.7314875991867019
3401070004,pasar_semi_permanen,1.021321461378604
3401070004,restoran,0.1881625856959399
3401070004,sentra_industri,-0.7105928641998783
3401070004,toko_kelontong,-0.3140625550178585
3401070004,warung_makan,-0.1998735811397648
3401070005,industri_mikro,-0.156426246373837
3401070005,kelompok_pertokoan,1.3670512041539626
3401070005,minimarket,2.61228248993733
3401070005,pasar_permanen,-0.7314875991867019
3401070005,pasar_semi_permanen,1.021321461378604
3401070005,restoran,0.5254460419464885
3401070005,sentra_industri,-0.7105928641998783
3401070005,toko_kelontong,0.4185179259382228
3401070005,warung_makan,0.7555930332036674
3401070006,industri_mikro,1.1908434362401834
3401070006,kelompok_pertokoan,0.2744080884250655
3401070006,minimarket,0.1410519702989919
3401070006,pasar_permanen,-0.7314875991867019
3401070006,pasar_semi_permanen,2.6781318320594507
3401070006,restoran,-0.4864043268051572
3401070006,sentra_industri,1.3303230342889525
3401070006,toko_kelontong,-0.1579388459616444
3401070006,warung_makan,-0.0975021581743971
3401070007,industri_mikro,0.1753640485982724
3401070007,kelompok_pertokoan,-0.271913469439383
3401070007,minimarket,-0.4081103673984165
3401070007,pasar_permanen,-0.7314875991867019
3401070007,pasar_semi_permanen,-0.6354889093022426
3401070007,restoran,-0.6550460549304316
3401070007,sentra_industri,-0.7105928641998783
3401070007,toko_kelontong,-0.494205296236567
3401070007,warung_makan,-0.5411116576909907
3401080001,industri_mikro,1.9449122884495231
3401080001,kelompok_pertokoan,-0.271913469439383
3401080001,minimarket,-0.1335291985497123
3401080001,pasar_permanen,-0.7314875991867019
3401080001,pasar_semi_permanen,2.6781318320594507
3401080001,restoran,-0.4864043268051572
3401080001,sentra_industri,2.350780983533368
3401080001,toko_kelontong,-0.3741101354240946
3401080001,warung_makan,-0.3363688117602552
3401080002,industri_mikro,2.6215634051653702
3401080002,kelompok_pertokoan,-0.271913469439383
3401080002,minimarket,0.1410519702989919
3401080002,pasar_permanen,-0.7314875991867019
3401080002,pasar_semi_permanen,2.6781318320594507
3401080002,restoran,-0.6550460549304316
3401080002,sentra_industri,1.3303230342889525
3401080002,toko_kelontong,0.226365668638267
3401080002,warung_makan,-0.5922973691736746
3401080003,industri_mikro,2.6215634051653702
3401080003,kelompok_pertokoan,-0.8182350273038316
3401080003,minimarket,-0.4081103673984165
3401080003,pasar_permanen,-0.7314875991867019
3401080003,pasar_semi_permanen,1.021321461378604
3401080003,restoran,-0.4864043268051572
3401080003,sentra_industri,0.309865085044537
3401080003,toko_kelontong,0.070241959582053
3401080003,warung_makan,-0.3534307155878165
3401080004,industri_mikro,2.6215634051653702
3401080004,kelompok_pertokoan,-0.8182350273038316
3401080004,minimarket,-0.957272705095825
3401080004,pasar_permanen,-0.7314875991867019
3401080004,pasar_semi_permanen,1.021321461378604
3401080004,restoran,-0.6550460549304316
3401080004,sentra_industri,1.3303230342889525
3401080004,toko_kelontong,0.4545464741819645
3401080004,warung_makan,-0.7629164074492875
3401080005,industri_mikro,2.6215634051653702
3401080005,kelompok_pertokoan,-0.8182350273038316
3401080005,minimarket,-0.4081103673984165
3401080005,pasar_permanen,-0.7314875991867019
3401080005,pasar_semi_permanen,2.6781318320594507
3401080005,restoran,-0.6550460549304316
3401080005,sentra_industri,0.309865085044537
3401080005,toko_kelontong,-0.1819578781241389
3401080005,warung_makan,-0.6434830806563585
3401090001,industri_mikro,-0.5284335467971113
3401090001,kelompok_pertokoan,-0.8182350273038316
3401090001,minimarket,-0.4081103673984165
3401090001,pasar_permanen,-0.7314875991867019
3401090001,pasar_semi_permanen,2.6781318320594507
3401090001,restoran,-0.6550460549304316
3401090001,sentra_industri,-0.7105928641998783
3401090001,toko_kelontong,0.4065084098569756
3401090001,warung_makan,-0.6946687921390423
3401090002,industri_mikro,-0.4982707927087377
3401090002,kelompok_pertokoan,-0.8182350273038316
3401090002,minimarket,-0.6826915362471208
3401090002,pasar_permanen,-0.7314875991867019
3401090002,pasar_semi_permanen,1.021321461378604
3401090002,restoran,-0.317762598679883
3401090002,sentra_industri,-0.7105928641998783
3401090002,toko_kelontong,-0.290043522855364
3401090002,warung_makan,-0.5240497538634294
3401090003,industri_mikro,-0.0759922354715074
3401090003,kelompok_pertokoan,-0.8182350273038316
3401090003,minimarket,-0.6826915362471208
3401090003,pasar_permanen,-0.7314875991867019
3401090003,pasar_semi_permanen,-0.6354889093022426
3401090003,restoran,0.6940877700717627
3401090003,sentra_industri,-0.7105928641998783
3401090003,toko_kelontong,-0.7223861017802644
3401090003,warung_makan,-0.5922973691736746
3401090004,industri_mikro,-0.4580537872575729
3401090004,kelompok_pertokoan,-0.8182350273038316
