village_id,desa,kecamatan,kabupaten,urban_rural,urban_rural_code
3404150001,BANGUNKERTO,TURI,SLEMAN,Perkotaan,1
3404150004,WONOKERTO,TURI,SLEMAN,Perkotaan,1
3404150002,DONOKERTO,TURI,SLEMAN,Perkotaan,1
3404150003,GIRIKERTO,TURI,SLEMAN,Perkotaan,1
3404160002,CANDIBINANGUN,PAKEM,SLEMAN,Perkotaan,1
3404160005,HARGOBINANGUN,PAKEM,SLEMAN,Perkotaan,1
3404160003,HARJOBINANGUN,PAKEM,SLEMAN,Perkotaan,1
3404160004,PAKEMBINANGUN,PAKEM,SLEMAN,Perkotaan,1
3404160001,PURWOBINANGUN,PAKEM,SLEMAN,Perkotaan,1
3404170002,ARGOMULYO,CANGKRINGAN,SLEMAN,Perkotaan,1
3404170005,UMBULHARJO,CANGKRINGAN,SLEMAN,Perkotaan,1
3404170003,GLAGAHARJO,CANGKRINGAN,SLEMAN,Perdesaan,2
3404170004,KEPUHARJO,CANGKRINGAN,SLEMAN,Perdesaan,2
3404170001,WUKIRSARI,CANGKRINGAN,SLEMAN,Perkotaan,1
