village_id,FFAS_count,FFAS_std,DIS,DIS_std,DI_final,DI_std,MI_FFAS,MI_DIS
3402050003,2.301380426947892,0.7301467213334185,-0.0707909351181705,-0.0376880627529363,-0.7043072866762555,-0.5386291273020978,-1.2687758486355163,-0.5009410645491614
3402050002,1.3440555208229927,0.4264213427418743,-0.3231796814825793,-0.1720561551540148,-0.7607235232832086,-0.5817742556631504,-1.0081955984050248,-0.4097181005091356
3402050001,-0.9281871430046038,-0.2944809955420678,-0.3231796814825793,-0.1720561551540148,-0.6211353091878815,-0.475022161283095,-0.1805411657410271,-0.3029660061290802
3402070001,0.4685482874196643,0.1486538217845032,2.048201256915664,1.090432516146683,-0.2895061567028665,-0.2214039972088598,-0.3700578189933631,-1.3118365133555427
3402070002,-0.8706897737271779,-0.2762391111618806,-0.8279571742113969,-0.4407923399561717,-0.0804915684730321,-0.0615570846730924,0.2146820264887881,0.3792352552830792
3402070005,-1.712505720165947,-0.5433175767911413,-0.3231796814825793,-0.1720561551540148,0.2035573177428858,0.155673386440775,0.6989909632319163,0.3277295415947898
3402070004,0.6177485340703534,0.1959897900748969,0.1815978112462382,0.096680029648142,0.1279709837440082,0.0978676503821409,-0.0981221396927559,0.0011876207339989
3402070003,15.44299263160871,4.899516092825684,2.8053674960088903,1.4935367933499182,0.2173367123729712,0.1662113766685627,-4.733304716157122,-1.3273254166813553
3402130004,-0.547378593047797,-0.1736638933581222,1.5434237641868465,0.821696331344526,0.4468703662883412,0.3417505398062108,0.5154144331643331,-0.4799457915383152
3402130001,-1.712505720165947,-0.5433175767911413,1.5434237641868465,0.821696331344526,0.8135554851326109,0.6221782583519397,1.165495835143081,-0.1995180729925862
3402130006,1.5847902515599404,0.502797969700406,1.5434237641868465,0.821696331344526,0.4304155601141683,0.3291664901205316,-0.1736314795798744,-0.4925298412239944
3402130003,-3.0096882415651165,-0.9548677724390274,1.2910350178224377,0.6873282389434476,1.2453852423448155,0.952426276043119,1.9072940484821463,0.2650980370996714
3402130008,11.10307187255394,3.5226125283536684,2.300590003280073,1.2248006085477614,1.7784015018578616,1.3600581267005285,-2.16255440165314,0.1352575181527668
3402130007,1.5972606963117033,0.5067544013457141,2.048201256915664,1.090432516146683,1.118273695726207,0.8552158925636245,0.3484614912179103,-0.2352166235830585
3402130002,-2.3983759933673285,-0.7609199885324243,1.038646271458029,0.5529601465423691,2.301069370708034,1.7597758967610588,2.520695885293483,1.2068157502186896
3402130005,0.8818593226323918,0.2797828145046308,1.038646271458029,0.5529601465423691,0.0711420421379009,0.0544068999371869,-0.2253759145674438,-0.4985532466051822
3402100004,-0.8706897737271779,-0.2762391111618806,-0.0707909351181705,-0.0376880627529363,-0.6797990688368598,-0.5198861152159097,-0.243647004054029,-0.4821980524629733
3402100006,1.8403730304659287,0.5838853578881031,0.1815978112462382,0.096680029648142,-1.1693418004656455,-0.8942709601586014,-1.4781563180467046,-0.9909509898067436
3402100001,-1.712505720165947,-0.5433175767911413,-0.5755684278469881,-0.3064242475550933,-1.4647637336914692,-1.1201991325480305,-0.5768815557568889,-0.8137748849929369
3402100002,-1.101193471968159,-0.3493697928845382,-0.3231796814825793,-0.1720561551540148,-1.2772293718381784,-0.9767795320766453,-0.627409739192107,-0.8047233769226304
3402100005,-2.323817968363735,-0.7372653606977444,-0.5755684278469881,-0.3064242475550933,-0.831099793998838,-0.6355955208913207,0.1016698398064237,-0.3291712733362273
3402100003,-1.482002021924966,-0.4701868950684839,-0.8279571742113969,-0.4407923399561717,-1.0256362048043008,-0.7843700390070103,-0.3141831439385264,-0.3435776990508385
3402090002,-2.323817968363735,-0.7372653606977444,1.2910350178224377,0.6873282389434476,-0.929311620791685,-0.7107044279790475,0.0265609327186968,-1.3980326669224952
3402090008,2.104483819027968,0.6676783823178373,1.5434237641868465,0.821696331344526,-0.6292134673337719,-0.4812000489106148,-1.148878431228452,-1.3028963802551408
3402090006,0.0064362858725652,0.0020420061682936,-0.5755684278469881,-0.3064242475550933,-0.3337210215102133,-0.2552179509979089,-0.2572599571662026,0.0512062965571843
3402090004,-0.489881223770371,-0.155422008977935,-1.080345920575806,-0.5751604323572503,-0.7597021275813074,-0.5809931286097283,-0.4255711196317933,-0.0058326962524779
3402090003,-2.323817968363735,-0.7372653606977444,-0.8279571742113969,-0.4407923399561717,-0.6840541400912029,-0.523140242156937,0.2141251185408074,-0.0823479022007652
3402090001,-2.323817968363735,-0.7372653606977444,-0.3231796814825793,-0.1720561551540148,-0.7827980918401388,-0.5986560994582084,0.1386092612395359,-0.4265999443041935
3402090005,0.7327432726252049,0.2324735588352712,1.2910350178224377,0.6873282389434476,-0.7310637100099385,-0.5590914868752307,-0.7915650457105019,-1.2464197258186784
3402090007,1.309259628793297,0.4153818352428696,1.038646271458029,0.5529601465423691,0.2841961224097062,0.2173430721107161,-0.1980387631321534,-0.335617074431653
3402080003,1.5170618497865478,0.4813101400843446,2.048201256915664,1.090432516146683,-0.1812238599428036,-0.1385935533734989,-0.6199036934578436,-1.229026069520182
3402080001,0.9734780033621524,0.3088501857938029,2.300590003280073,1.2248006085477614,-0.5141181136698604,-0.3931792218181141,-0.7020294076119171,-1.6179798303658757
3402080004,2.739686346182124,0.8692057078975511,1.5434237641868465,0.821696331344526,-0.1332306839663695,-0.1018900817757029,-0.9710957896732542,-0.923586413120229
3402080002,-0.3407651737631841,-0.1081127533085755,1.7958125105512552,0.9560644237456044,-0.5614055740072883,-0.4293429872309078,-0.3212302339223323,-1.3854074109765124
3402150003,0.3689953783945655,0.1170692001058181,3.462651513983553,1.8434652308621624,0.83529885432909,0.6388068126725629,0.5217376125667448,-1.2046584181895992
3402150002,4.358991246552035,1.3829539565572668,-0.0707909351181705,-0.0376880627529363,0.8114900999236041,0.6205987253076062,-0.7623552312496606,0.6582867880605425
3402150004,11.187346708922222,3.5493499572223137,0.433986557610647,0.2310481220492204,1.6820885154962797,1.2864013851429987,-2.262948572079315,1.0553532630937783
3402150001,1.054865651595947,0.334671611847101,-0.0707909351181705,-0.0376880627529363,-0.2497658539406106,-0.1910120290999251,-0.5256836409470262,-0.1533239663469888
3402030002,-0.489881223770371,-0.155422008977935,0.433986557610647,0.2310481220492204,-0.3393225696220831,-0.2595018154816566,-0.1040798065037215,-0.490549937530877
3402030001,-2.323817968363735,-0.7372653606977444,1.7958125105512552,0.9560644237456044,-0.4460241711059418,-0.3411033998699281,0.3961619608278162,-1.2971678236155326
